Character,Line
April Ludgate,"So, to get through it, I figured I'm just gonna basically try to imitate Leslie."
April Ludgate,"I have to lead a public forum for the Pawnee Commons every day this week, and I hate talking to people."
April Ludgate,Andy and Lesile sent us care packages.
April Ludgate,"Oh my God, is that you as a naked horse."
April Ludgate,How would I know?
April Ludgate,"I don't know who Ann Taylor is, but I hate her and I want to kill her."
April Ludgate,This suit makes me want to scold a Catholic child.
April Ludgate,Ugh.
April Ludgate,So would I.
April Ludgate,"Okay, Leslie Knope outfit number eight."
April Ludgate,Jack.
April Ludgate,"Stop ringing the doorbell, it's making him mad."
April Ludgate,I put the makeup on after I went into labor.
April Ludgate,You animal!
April Ludgate,"Make love to me, you fool!"
April Ludgate,"Damn it, Macklin, I love it when you take charge."
April Ludgate,Okay.
April Ludgate,"And if they answer, can you just read those numbers out loud?"
April Ludgate,I sat behind you in middle school band.
April Ludgate,You can't keep it all bottled up.
April Ludgate,Do you still play the clarinet?
April Ludgate,"How have you been, man?"
April Ludgate,Please?
April Ludgate,No!
April Ludgate,"Oh, I don't know, Jerry."
April Ludgate,He can't even get karma right.
April Ludgate,It's like touching raw chicken.
April Ludgate,"I wasn't listening to anything you just said, but who is gonna be the mayor for the next two months then?"
April Ludgate,Okay.
April Ludgate,Ew!
April Ludgate,"Okay, thanks."
April Ludgate,Why?
April Ludgate,"This lesbian nurse is right, Chris."
April Ludgate,"I've been on hold for, like, an hour and I really have to pee."
April Ludgate,Did you finish the maintenance report?
April Ludgate,I could get fired.
April Ludgate,What if she doesn't?
April Ludgate,"Okay, let me hear your favorite one so far."
April Ludgate,"Maybe try to do one without the word ""dead"" so much."
April Ludgate,"Or ""death"" or ""you're dead."""
April Ludgate,"Can you just sit here for two seconds and just listen, please?"
April Ludgate,Ew!
April Ludgate,Andy!
April Ludgate,We didn't mug Jerry.
April Ludgate,Andy!
April Ludgate,Yeah.
April Ludgate,That's how pathetic Jerry is.
April Ludgate,"Can you come here, please?"
April Ludgate,Why?
April Ludgate,"So, when you say that you want me to check in with the police liaison, you mean hook up with him, right?"
April Ludgate,"It's Sunday night, I'm making phone calls to strangers, and you're in my house."
April Ludgate,It's okay.
April Ludgate,Maybe a deer will eat him.
April Ludgate,Is that cool?
April Ludgate,"So, I wanna spend the rest of my life with you."
April Ludgate,But I never really seem to hate you.
April Ludgate,Being nice made me feel terrible.
April Ludgate,Ugh.
April Ludgate,You look Enrique Iglesias.
April Ludgate,"And if you became Mayor of Pawnee, you could put it behind you, once and for all."
April Ludgate,"Plus, this would erase Ice Town."
April Ludgate,You're the best person for the job and you deserve it.
April Ludgate,You should be mayor.
April Ludgate,Right?
April Ludgate,"You know that I despise you, and that I want you and all people on Earth to be miserable."
April Ludgate,Ben.
April Ludgate,It's been torturing you since you were 18 years old.
April Ludgate,"No, Ann's there."
April Ludgate,Yeah.
April Ludgate,What?
April Ludgate,I was never here.
April Ludgate,No.
April Ludgate,My life couldn't be worse.
April Ludgate,No.
April Ludgate,Arm wrestle me right now.
April Ludgate,Andy.
April Ludgate,Aah!
April Ludgate,Why do you care about him?
April Ludgate,Nice.
April Ludgate,"If I come down there, can I at least break something?"
April Ludgate,You think I haven't been around the world?
April Ludgate,There's not much more to discuss.
April Ludgate,Hunting trip.
April Ludgate,You kind of explained it all.
April Ludgate,Why?
April Ludgate,"Hey, your stupid Know Your Boo game made me and Andy get in a big fight."
April Ludgate,"He just sold his guitar, and he's, like, quitting music now."
April Ludgate,"We have a couple of house rules, though."
April Ludgate,Is that code for some kind of weird sex act?
April Ludgate,Picking out a dumb charity is the most excited he's been in weeks.
April Ludgate,You're so selfish.
April Ludgate,"Oh, it's all about what you're doing, isn't it?"
April Ludgate,Classic Ben!
April Ludgate,"Okay, I feel like it's time for me to get out of here."
April Ludgate,Hey!
April Ludgate,"Ever since Andy failed the police exam, he's been really depressed."
April Ludgate,Leslie!
April Ludgate,Donna is going to take some of the money you usually use on your trips and establish an education program through the foundation I work for.
April Ludgate,"Oh, no!"
April Ludgate,You want me to dial a number and then read another number out loud?
April Ludgate,What's wrong with you?
April Ludgate,"Yo, you ready to go?"
April Ludgate,That happened.
April Ludgate,"Wow, thanks for nothing, Dr. Harris"
April Ludgate,They got you!
April Ludgate,One last journey to the weirdest place on earth?
April Ludgate,Yes.
April Ludgate,No.
April Ludgate,Some thieves are trying to steal the legendary Snakehole Sapphire.
April Ludgate,And it's his last wish that I have this meeting with you.
April Ludgate,"Agent Macklin, I need you."
April Ludgate,Mmm.
April Ludgate,What about Andy's music thing?
April Ludgate,"The disturbing murals, the ominous lighting, the creepy people."
April Ludgate,"Of all the places in Pawnee, I'm going to miss the fourth floor the most."
April Ludgate,Man.
April Ludgate,"I'm his daughter, April Swanson."
April Ludgate,I'm afraid that Ron Swanson's currently dead.
April Ludgate,He called it.
April Ludgate,I'm gonna go.
April Ludgate,Wonderful.
April Ludgate,"Hey, uh, batteries I mean, human food sounds good to me."
April Ludgate,"Oh, yeah."
April Ludgate,Andy.
April Ludgate,No.
April Ludgate,"Hey, what do you want?"
April Ludgate,"If you ever speak to me in Spanish, please use the formal ""usted""."
April Ludgate,"Ooh, you know what would make it more fun?"
April Ludgate,No personal phone conversations.
April Ludgate,"Okay, can I just come out there, so we can talk about everything?"
April Ludgate,You have to climb in through the back window.
April Ludgate,You can't use the front door.
April Ludgate,And no electricity after 6:00 p.m.
April Ludgate,"Why can't we just quickly shake hands, pretend we liked each other, and get out of here?"
April Ludgate,I had to wait till my dad fell asleep so I could steal his keys.
April Ludgate,Horses don't fly.
April Ludgate,Yo.
April Ludgate,Is your name Glenn?
April Ludgate,Ew!
April Ludgate,"Or even worse, Leslie might give me a lecture on responsibility again, I can't do it."
April Ludgate,You ready?
April Ludgate,Are you the kind of doctor who gets hooked on his own drugs?
April Ludgate,I bet you are.
April Ludgate,"Yeah, he sneezed and smacked his head against the wall."
April Ludgate,Not me.
April Ludgate,You want my gum?
April Ludgate,Andy!
April Ludgate,There she is.
April Ludgate,Yep.
April Ludgate,I thought Freddy Spaghetti OD'd.
April Ludgate,"There's no noise allowed on Mondays, and no TV after breakfast."
April Ludgate,Oh.
April Ludgate,"If you ever watch a sad movie, you have to wear mascara so we can see whether or not you've been crying."
April Ludgate,What?
April Ludgate,Couple more rules.
April Ludgate,"""Oh, sorry, guys."""
April Ludgate,"""Sorry I'm late."""
April Ludgate,"""I got confused and took a shower, after I got dressed, because I'm Jerry."""
April Ludgate,"Oh, my God, this."
April Ludgate,Cool.
April Ludgate,You do?
April Ludgate,"It's just, I've been on this weird path my entire adult life, and I need to figure out what I really want."
April Ludgate,Okay.
April Ludgate,"I broke the box, and I threw away all the votes, and I voted for you a thousand times."
April Ludgate,"Yeah, you saw a lot of potential in me, I'm like a daughter to you, and it was a treat to watch me blossom."
April Ludgate,"Blah blah blah, bye."
April Ludgate,Attention: Eagleton is now under martial law.
April Ludgate,No!
April Ludgate,"It takes, like, eight hours to cook something in this thing."
April Ludgate,"You should get on up there, King Dwyer."
April Ludgate,Women's studies.
April Ludgate,"Andy, we're planning our whole week, like old people!"
April Ludgate,We used to be spontaneous and weird.
April Ludgate,We used to eat cereal out of Frisbees because we didn't have any bowls.
April Ludgate,You once broke a rib trying to wrestle one of those inflatable floppy guys at a car dealership.
April Ludgate,Now you sprained your shoulder trying to clean out the stupid gutter.
April Ludgate,You even have a job.
April Ludgate,I guess I could pick up a brisket tomorrow and start it for dinner Thursday.
April Ludgate,Larry?
April Ludgate,"Dark forces, arise!"
April Ludgate,Eww stop.
April Ludgate,"Tom, can you please help me?"
April Ludgate,I'm filling in for a person who smiles 90% of the time.
April Ludgate,I hate doing Leslie's job.
April Ludgate,The spell's broken.
April Ludgate,"Okay, gross."
April Ludgate,"Oh, God."
April Ludgate,"He's 33, and I'm 47/immortal."
April Ludgate,It's probably that.
April Ludgate,Or he's secretly super in love with me.
April Ludgate,"Also, if Chris puts that much effort into making my stupid night better, I'm sure that he'll make your lame life perfect."
April Ludgate,"I miss Andy, and it's making me weak."
April Ludgate,I'm weak.
April Ludgate,You guys are cute.
April Ludgate,"I'm sorry I said you were lame, okay? You are, but I know you were just trying to help me, so"
April Ludgate,I'm just so scared that this means that Ann won't really leave.
April Ludgate,Please?
April Ludgate,We have a bank account!
April Ludgate,His name is Larry Gengurch.
April Ludgate,I don't know.
April Ludgate,We like it here.
April Ludgate,"I made Andy promise that someday we'll move to Transylvania, but that probably won't happen till we're, like, 100."
April Ludgate,Why?
April Ludgate,I love you too.
April Ludgate,I love you too.
April Ludgate,Okay.
April Ludgate,Please don't make me say it.
April Ludgate,Thank you.
April Ludgate,Stop taunting me.
April Ludgate,He's a genius.
April Ludgate,"Okay, Leslie's coming back."
April Ludgate,"Get off me, wench!"
April Ludgate,Come here.
April Ludgate,Please.
April Ludgate,"Your name is Larry, Larry Gengurch."
April Ludgate,Maybe they'll eat your toes.
April Ludgate,You're all set.
April Ludgate,I promise.
April Ludgate,I'll have fun.
April Ludgate,Let's stay.
April Ludgate,No.
April Ludgate,"If we went to high school together, we would have never started dating, which means that we would have never gotten married, and I don't like thinking about that."
April Ludgate,"Because this prom reminds me that you had, like, a million friends in high school and everyone thought you were awesome, and I spent four years making fun of everyone and hiding mops so the janitor would think he was going insane."
April Ludgate,"Well, Michigan has wolverines."
April Ludgate,I was buried in it.
April Ludgate,"We've held out as long as we could, but it finally happened."
April Ludgate,Is that Chris?
April Ludgate,Haverford.
April Ludgate,"Ha, ha, classic Larry."
April Ludgate,We're boring.
April Ludgate,We're boring people who bore each other by being boring.
April Ludgate,That's it.
April Ludgate,Excuse me.
April Ludgate,Or just do it?
April Ludgate,Hey.
April Ludgate,What do you love doing?
April Ludgate,It'll just screw up the rest of your life.
April Ludgate,"Look, dude, this internship leads nowhere."
April Ludgate,Thank you.
April Ludgate,Seems like the party's dying down.
April Ludgate,Weird.
April Ludgate,Is everything okay?
April Ludgate,"Ann, you probably wanna head to Michigan forever, so I snuck into your house and packed a bag for you."
April Ludgate,Yes.
April Ludgate,I stole your wallet.
April Ludgate,"Hi, I'm April."
April Ludgate,Great.
April Ludgate,So hurry up and get ready.
April Ludgate,The gala starts in an hour.
April Ludgate,Bye.
April Ludgate,"Ugh, what are we gonna have sex on?"
April Ludgate,"Tell Ann about the groundbreaking, frame Ann for murder, release a deadly virus into the water supply."
April Ludgate,What did you wanna be when you were little?
April Ludgate,What's this?
April Ludgate,"Okay, well, let's go set up this party."
April Ludgate,Some kind of lame drug deal?
April Ludgate,Ann's leaving town and saying painful goodbyes to loved ones.
April Ludgate,"April Ludgate, youth outreach and director of new media."
April Ludgate,Greatest day of my life!
April Ludgate,I just wanna hang out with you.
April Ludgate,"We are all out of water, actually."
April Ludgate,"Thanks, Mike."
April Ludgate,Great.
April Ludgate,"Go do something fun, like trying to control birds with your mind, or posting Internet comments as Michael Jackson's ghost."
April Ludgate,"But more importantly, don't do this internship."
April Ludgate,"Okay, side note, I'm gonna file papers to adopt you as my child, so keep an eye out for that."
April Ludgate,That's where Champion came from.
April Ludgate,I'll have to use boiling hot milk.
April Ludgate,What did Jerry say?
April Ludgate,"And don't forget, tomorrow we have to go to that guy's office to sign the renters insurance forms."
April Ludgate,Get ready.
April Ludgate,"Ew, if your nose is all weird after this, I'm totally gonna divorce you."
April Ludgate,Go.
April Ludgate,Mork?
April Ludgate,That doesn't help me.
April Ludgate,Okay.
April Ludgate,"You, what brought you here?"
April Ludgate,Ugh!
April Ludgate,"Talk about why you're here, whether you're throwing your lives away, stuff like that."
April Ludgate,I'm blocking an ambulance.
April Ludgate,"Yeah, there's a picture of you also."
April Ludgate,And two huge security guards.
April Ludgate,We should go.
April Ludgate,That sounds fun.
April Ludgate,"I don't know, weird stuff about waffles."
April Ludgate,"Okay, so, let's get to know each other."
April Ludgate,Gross.
April Ludgate,What about you?
April Ludgate,Why are you here?
April Ludgate,I think that's cool.
April Ludgate,I feel like you have almost zero potential.
April Ludgate,"Let's take a walk, Jen."
April Ludgate,"Jen, is it?"
April Ludgate,Shut up.
April Ludgate,Maybe I should work at a bar.
April Ludgate,What are they like?
April Ludgate,Let's go.
April Ludgate,Then who made you do this?
April Ludgate,Is everything cool?
April Ludgate,What are you studying?
April Ludgate,"Uh, not really."
April Ludgate,"Public works put up a giant padlock on the fence and a sign that says ""No trespassing."""
April Ludgate,Really?
April Ludgate,"There's also a sign that says ""Especially Leslie Knope."""
April Ludgate,You're all gonna die in here!
April Ludgate,"Plus, I can get free drinks any time I want."
April Ludgate,"It's too late for me, I've seen too much, but maybe I can save them."
April Ludgate,No.
April Ludgate,Donna?
April Ludgate,Ugh!
April Ludgate,"God, she's always just leaving and not telling me."
April Ludgate,This slutty nurse is trying to smother me to death with a pillow!
April Ludgate,Let's put stink bombs in all the vents.
April Ludgate,Wait.
April Ludgate,Help!
April Ludgate,No.
April Ludgate,"Stay back, slut!"
April Ludgate,I got rid of all the stink bombs before I babysat Leslie's kids.
April Ludgate,Totally.
April Ludgate,"Tynny and I have been, like, totally bonding."
April Ludgate,We've just been like blah blah blah blah blah blah blah!
April Ludgate,Is this true?
April Ludgate,I forgot.
April Ludgate,"Like, talking, like, so much forever."
April Ludgate,"Well, Donna can help you get started on the paperwork."
April Ludgate,Are you trying to smother me?
April Ludgate,Yay!
April Ludgate,We went to prom.
April Ludgate,"Well, we did it."
April Ludgate,Okay.
April Ludgate,"I'll come back, if you guys are being weird."
April Ludgate,I will.
April Ludgate,Awesome.
April Ludgate,"So, like a banana made of spiders?"
April Ludgate,There he is!
April Ludgate,"Ron, how about this guy?"
April Ludgate,"Also, you have a visitor."
April Ludgate,I moved our meetings to tomorrow because you are drunk and hungover simultaneously at 2:00 in the afternoon.
April Ludgate,Hey.
April Ludgate,That was easy.
April Ludgate,I think I know a good dog.
April Ludgate,Let's go now.
April Ludgate,"Babe, the pen."
April Ludgate,You only spent 40 dollars on clothes in the past 5 years?
April Ludgate,"Bye, dad."
April Ludgate,"I know, I'm eating it all up."
April Ludgate,Now I'm sad that I miss Andy and sad that I can't make fun of you to Andy.
April Ludgate,Your lame attempts at trying to cheer me up are not working.
April Ludgate,"Just stop, okay?"
April Ludgate,"Mom, stop embarrassing me."
April Ludgate,"I know, right?"
April Ludgate,What exactly would happen if I said yes?
April Ludgate,I need it.
April Ludgate,He's an FBI agent.
April Ludgate,Bert Macklin is not a lifeguard.
April Ludgate,"Ugh, just take the picture already, mom."
April Ludgate,"And you're never gonna make me not miss Andy, okay?"
April Ludgate,"There's, like, a million mirrors in front of me."
April Ludgate,"Everybody, listen up."
April Ludgate,"No, stop."
April Ludgate,"Just have to work harder, I guess, huh?"
April Ludgate,"Yeah, I'm fine."
April Ludgate,Yeah.
April Ludgate,Is this land mine still functional?
April Ludgate,Being responsible adults sucks butts.
April Ludgate,Yes.
April Ludgate,"So Randy says the House is voting tomorrow, and they need us in Washington to prep."
April Ludgate,Okay.
April Ludgate,"Oh, my God, that sucks."
April Ludgate,Because I want to blow up Donna's desk so I can teach her a lesson about what happens when you skip work.
April Ludgate,What do I do?
April Ludgate,I love it.
April Ludgate,"I don't even know her, but she's my hero."
April Ludgate,I took Ron's advice.
April Ludgate,I very maturely and straightforwardly left anonymous comments about Donna online.
April Ludgate,Uh-huh.
April Ludgate,"I'm kind of her boss, now, but I still feel weird disciplining her."
April Ludgate,Interesting.
April Ludgate,"Andy, I hate teenagers."
April Ludgate,"Um, I work here, so, legally, you can adopt me."
April Ludgate,I think it's kind of cool.
April Ludgate,Yes.
April Ludgate,"Yeah, I'd love to do a shot."
April Ludgate,I call sitting on your lap.
April Ludgate,'Cause wine makes me sleepy now.
April Ludgate,I dare you to eat this entire jug of olives.
April Ludgate,I'm getting a cluster headache.
April Ludgate,What are you doing?
April Ludgate,You ruined it.
April Ludgate,We have to figure something else out.
April Ludgate,"Yeah, you always feel better when you do."
April Ludgate,"Oh, my God."
April Ludgate,"I'm sorry, was your name Jennifer?"
April Ludgate,"Um, well, nice to meet you."
April Ludgate,"Oh, God."
April Ludgate,"My name's April, and I just wanted to say that your dress is so cute it's bonks."
April Ludgate,I want to be burned at the stake.
April Ludgate,That class was awesome.
April Ludgate,"I started here when I was 20, and now I'm old and gross and directionless."
April Ludgate,I'll do it.
April Ludgate,Whatever.
April Ludgate,Fine.
April Ludgate,"Whoa, who are you even talking about?"
April Ludgate,Gross.
April Ludgate,"Okay, somebody has got to do something."
April Ludgate,"Oh, my God."
April Ludgate,"Oh, my God."
April Ludgate,Hey.
April Ludgate,Why are you here eating alone?
April Ludgate,Why did you just say those weird things?
April Ludgate,Go away.
April Ludgate,No.
April Ludgate,"Andy, come on."
April Ludgate,Torturing Jerry was my favorite thing in the world.
April Ludgate,After making out with you.
April Ludgate,"I hate us, let's go."
April Ludgate,"What are you doing, weirdo?"
April Ludgate,Cool.
April Ludgate,I'm over there with people you actually know If you want to come join us.
April Ludgate,"Well, I guess that settles who the new Jerry is."
April Ludgate,"I'm not quite sure, but Tom can answer that if What are you doing?"
April Ludgate,She referred to this meeting as a nonstop thrill ride.
April Ludgate,That's impossible.
April Ludgate,I had no idea how terrible Leslie's job is.
April Ludgate,So the new emergency protocol for the Parks department can be found in your binders.
April Ludgate,I'm April Ludgate and I will be filling in for Leslie while she runs for office.
April Ludgate,"Good morning, everyone!"
April Ludgate,"Um, I'm gonna go to the girls' bathroom to check the trash cans for babies, but you can dance if you want."
April Ludgate,What kind of pet are you interested in adopting?
April Ludgate,"We have dogs, cats, rabbits."
April Ludgate,"You know what, why don't we just say that whoever gets to the emergency first will be in charge?"
April Ludgate,"All due respect, Mr."
April Ludgate,"Whoa, check it out."
April Ludgate,You can get credit for playing intramural frisbee golf.
April Ludgate,Because you look like a hamster penis.
April Ludgate,Alf.
April Ludgate,She has the shingles.
April Ludgate,Prison.
April Ludgate,The Internet.
April Ludgate,How can I love someone when I hate everything he loves?
April Ludgate,"I just want to go home, but I feel bad because Andy's having such a good time."
April Ludgate,Are you sure?
April Ludgate,"hamster penis, but no, I don't."
April Ludgate,"Oh, my God."
April Ludgate,Who's your spinning instructor?
April Ludgate,Gregory or Wynona?
April Ludgate,Wynona rocks my world.
April Ludgate,She's the worst person I've ever met.
April Ludgate,I want to travel the world with her.
April Ludgate,"Those kids are me 10 years ago, and this internship is the videotape from The Ring."
April Ludgate,I could see you.
April Ludgate,I'm a girl in a sleazy club.
April Ludgate,I hate drinking alone.
April Ludgate,Hello again.
April Ludgate,I'm on it.
April Ludgate,Tiny rolled up scrolls delivered by trained foxes.
April Ludgate,"Oh, yeah."
April Ludgate,"As you remember, I'm April, and this is Ann, my 65 year old grandmother."
April Ludgate,This round's on the house!
April Ludgate,We do that every night.
April Ludgate,Hey!
April Ludgate,I'm Janet.
April Ludgate,My dad owns this place.
April Ludgate,What should we do tonight?
April Ludgate,You're running for office?
April Ludgate,What are you doing?
April Ludgate,Voodoo is still an option.
April Ludgate,Janet Snakehole.
April Ludgate,I'll say it again.
April Ludgate,All right!
April Ludgate,How about some tips?
April Ludgate,I don't mind.
April Ludgate,"Please, I can go."
April Ludgate,Don't.
April Ludgate,"No, that's a super small piano."
April Ludgate,How much?
April Ludgate,Check your testicles?
April Ludgate,Yes.
April Ludgate,Okay.
April Ludgate,How about 300?
April Ludgate,They'll do it.
April Ludgate,"Come on, it could be the last night on earth."
April Ludgate,Let's do something weird.
April Ludgate,"You guys, Leslie."
April Ludgate,No.
April Ludgate,Yes.
April Ludgate,It's better than listening to her stump speech for a millionth time.
April Ludgate,Yeah.
April Ludgate,Andy can do it.
April Ludgate,"She said the Bline is cool, Meemaw."
April Ludgate,"It's not ideal, but they may go for it because of how bad they screwed up."
April Ludgate,Gryzzl will take half for their campus and then donate the rest to National Parks.
April Ludgate,Our new proposal will ask them to split the land.
April Ludgate,Okay.
April Ludgate,Cool means good.
April Ludgate,"Then, I want a janitor."
April Ludgate,Okay.
April Ludgate,No.
April Ludgate,"They can do what you do, right?"
April Ludgate,It was pointless.
April Ludgate,I'm not going to school here.
April Ludgate,"Yeah, I'm not going here."
April Ludgate,I don't want to.
April Ludgate,"Well, bye."
April Ludgate,Hire Andy.
April Ludgate,"Babe, I don't think you should play any of those songs for a group of six year olds."
April Ludgate,"Hey, six beers for table 12."
April Ludgate,Yeah
April Ludgate,"Meemaw, God, no one uses the word hip anymore."
April Ludgate,But also militaries are pretty good at protecting countries.
April Ludgate,Sometimes I wish you went down on the Titanic with all your sorority sisters.
April Ludgate,"No, I heard it, too."
April Ludgate,Champion?
April Ludgate,Are you gonna wear that?
April Ludgate,No
April Ludgate,"No, honey, no."
April Ludgate,I have some planning to do.
April Ludgate,You want me to find her?
April Ludgate,I want another nurse.
April Ludgate,No.
April Ludgate,"Don't listen to me, no."
April Ludgate,How are your local graveyards?
April Ludgate,Bingo.
April Ludgate,Donna.
April Ludgate,Nailed it.
April Ludgate,Hey.
April Ludgate,"Okay, you wanted to hold 1,000 dollars cash in your hands"
April Ludgate,"No, then we'd have to move again."
April Ludgate,"Vermin, bullet holes, a hornet's nest."
April Ludgate,This place has everything.
April Ludgate,And how much is left in the bank account?
April Ludgate,"Hey, what if I threw together a pet adoption in one of our parks would that be cool?"
April Ludgate,This one.
April Ludgate,"And silly straws all around, please."
April Ludgate,"I'll have a glass of your most expensive red wine mixed with a glass of your cheapest white wine, served in a dog bowl."
April Ludgate,It was actually Ginuwine who arranged everything.
April Ludgate,He really cares about you.
April Ludgate,"Yes, let's do it."
April Ludgate,"All right, well, this is what we're doing tonight."
April Ludgate,No.
April Ludgate,"Hey, there."
April Ludgate,"Okay, are you still mad at me about the poodle thing?"
April Ludgate,I can pick another dog.
April Ludgate,Whoa!
April Ludgate,I hate people.
April Ludgate,They should be rewarded for not being people.
April Ludgate,It's not like you know a ton about me.
April Ludgate,We don't hang out that much.
April Ludgate,I think I may have found a project I'd actually enjoy doing helping these cats and dogs.
April Ludgate,It was just a dumb game.
April Ludgate,"Um, I was at orientation, but it was lame, so I left."
April Ludgate,Mmmm.
April Ludgate,"God, get off me, stranger."
April Ludgate,Yes.
April Ludgate,"We've been together long enough, and we'll find a place to live."
April Ludgate,Ew.
April Ludgate,"No, you're not."
April Ludgate,"And then I kept walking, and now here I am."
April Ludgate,Yes!
April Ludgate,He's such a little runt.
April Ludgate,"Yeah, totally."
April Ludgate,I'm okay.
April Ludgate,I'm sorry.
April Ludgate,Yes.
April Ludgate,I was in Venezuela.
April Ludgate,"One year from now, you, Andy Dwyer, will no longer be a shoe shinist."
April Ludgate,I wouldn't worry about it.
April Ludgate,Hey.
April Ludgate,It's totally fine.
April Ludgate,"This is my boyfriend, Eduardo."
April Ludgate,That means we're going to lunch.
April Ludgate,He's really bad at digging.
April Ludgate,Bye.
April Ludgate,Except for digging.
April Ludgate,Because you're pretty and you like makeup and stuff.
April Ludgate,Hey.
April Ludgate,You have a bucket list?
April Ludgate,Do you?
April Ludgate,I'll help you figure it out.
April Ludgate,Can you guys just figure out which way is better and tell me so we can leave?
April Ludgate,"Andy, look at this little guy!"
April Ludgate,Yes.
April Ludgate,"You're not being very inclusive, Chris."
April Ludgate,I feel like my input isn't being appreciated.
April Ludgate,You've killed my spirit.
April Ludgate,My spirit blood is on your hands.
April Ludgate,I only agreed to come back here because of our deal.
April Ludgate,"There's, like, a ton of buildings near where Andy and I live, and they're all super cheap because they're empty and disgusting."
April Ludgate,Does it have to stay where it is?
April Ludgate,"Andy, there's tons of stuff you can do."
April Ludgate,Andy?
April Ludgate,Do you promise to play along?
April Ludgate,God.
April Ludgate,No.
April Ludgate,Let's leave.
April Ludgate,Hey.
April Ludgate,I'm drunk.
April Ludgate,"No, I'm not."
April Ludgate,"It's my favorite kind of battle-- Two men enter, one me leaves."
April Ludgate,So gross!
April Ludgate,I'm drunk.
April Ludgate,You don't get your gut to talk to you.
April Ludgate,"You made me drunk, you made me drunk, and you"
April Ludgate,Have you not lost it?
April Ludgate,"And I've met Guy Fieri, Ann."
April Ludgate,You just listen when it says something.
April Ludgate,It's a pioneer girl watching her grandmother get trampled by a buffalo.
April Ludgate,Yeah.
April Ludgate,Listen to me.
April Ludgate,You make up songs all the time off the top of your head.
April Ludgate,You do.
April Ludgate,"You can do this, and afterwards, we can have cake."
April Ludgate,Good.
April Ludgate,Andy!
April Ludgate,"Oh, and I'll also steal Ron's watch, just for fun."""
April Ludgate,"They'll argue about dumb stuff that doesn't matter, and I will bail."
April Ludgate,"I'm getting notes of dried robin's blood, old, dirty cashews and just a hint of a robot's bathwater."
April Ludgate,"Yeah, it's not about following through, okay?"
April Ludgate,I was on the fence about whether I wanted to do it.
April Ludgate,"And as soon as I got there, I just had a gut feeling that it wasn't right for me, that's all."
April Ludgate,Right here.
April Ludgate,That's how I make all my life decisions.
April Ludgate,Then I'll steal $20 from Chris's wallet and buy pizza with Andy.
April Ludgate,"Andy, the word ""hair"" was not the problem with Sex Hair."
April Ludgate,"Recently I've been feeling like I've wasted the last 10 years of my life, and it all started with this internship."
April Ludgate,I convinced her to quit.
April Ludgate,"My gut is always right, okay?"
April Ludgate,You wanted to see me?
April Ludgate,"It was right about marrying Andy, and it was right when it told me that you would be the worst person I would ever meet in my life."
April Ludgate,I will pit Ron and Chris against each other.
April Ludgate,"And I don't want those kids to make the same mistake, okay?"
April Ludgate,It's not that big of a deal.
April Ludgate,This right here's all the blood coming out her face.
April Ludgate,The Wine Academy.
April Ludgate,"Uh, burn it for the insurance money."
April Ludgate,Oh.
April Ludgate,"I actually think that you should get a ""Hello Kitty"" tattoo."
April Ludgate,Here.
April Ludgate,Bye.
April Ludgate,I thought about this a lot.
April Ludgate,"God, nobody cares, Gary."
April Ludgate,Thanks.
April Ludgate,I kind of wanna drink alone.
April Ludgate,Cool.
April Ludgate,Oprah.
April Ludgate,Triple whiskey.
April Ludgate,Sure.
April Ludgate,"Solve this mystery, genius."
April Ludgate,But I said I wanna drink alone.
April Ludgate,Yes.
April Ludgate,You take this one.
April Ludgate,It costs 200 dollars to get certified.
April Ludgate,"April Ludgate, professional drinker."
April Ludgate,"He is, but it's actually $250 for short notice."
April Ludgate,You can call this number and ask for April Karate.
April Ludgate,Thank you.
April Ludgate,Babe
April Ludgate,That was amazing.
April Ludgate,Man.
April Ludgate,I kind of think you can make a career out of this.
April Ludgate,"Plus, you have never been sexier to me than when you were singing to those kids just now."
April Ludgate,Yeah.
April Ludgate,Really?
April Ludgate,My two true passions.
April Ludgate,I will get myself a martini from that idiot.
April Ludgate,I wanted to make fun of stupid people while I get drunk.
April Ludgate,Who cares about what you were supposed to be?
April Ludgate,I just stole your phone and texted every guy in it that the baby was theirs.
April Ludgate,This comes from your mother's butt.
April Ludgate,"What, Ann?"
April Ludgate,That dog is totally Tom!
April Ludgate,"Oh, my God."
April Ludgate,"I said, ""We have free wi-fi."""
April Ludgate,"Oh, my God."
April Ludgate,Thank you.
April Ludgate,No way.
April Ludgate,"And if you don't agree with us, it's nine against one, and we can make you disappear forever."
April Ludgate,That's something Andy does when he gets hot.
April Ludgate,Are you sure?
April Ludgate,If you can look at that site and not want to take home you're basically a war criminal.
April Ludgate,"Oh, my God."
April Ludgate,"And Crazy Craig used to run all their shelters, so he helped me make an adoption website for all the dogs."
April Ludgate,Animal control had to take in all the pets from Eagleton.
April Ludgate,"Okay, whoever gets the most free stuff by the end of the night wins."
April Ludgate,See the way that dog is rolling around in a puddle?
April Ludgate,Nice.
April Ludgate,Thank you.
April Ludgate,I'm sick.
April Ludgate,What are you talking about?
April Ludgate,"Norbit, uh, Pluto Nash, all the Klumps."
April Ludgate,I just want to thank all the people that got me here.
April Ludgate,"And if you spend more than $5 on wine, you are very stupid."
April Ludgate,I think we can agree that all wine tastes the same.
April Ludgate,We are going to all pick our spirit dogs.
April Ludgate,My blankets are on the floor.
